ward_code,ward_name,total_ward_pop,imd_score,income_score,employment_score,education_score,health_score,crime_score,housing_services_score,living_env_score,wider_det_score
E05010292,Pill,3,20846.33,22028,22108.666666666668,21062,24139.333333333332,16418,15199.666666666666,14652.666666666666,14926.17
E05010293,Portishead East,5,28496.6,23216.8,26182.2,26733,25084.2,23691.6,22334.2,32405,27369.6
E05010294,Portishead North,3,29779,28167.666666666668,28082.666666666668,29091.333333333332,27846,19674.666666666668,23911.666666666668,24907.666666666668,24409.67
E05010295,Portishead South,2,29595.5,26438.5,24883.5,25758.5,26756,26593.5,22291.5,28028.5,25160
E05010296,Portishead West,6,27975.17,26872.833333333332,26159,26613.666666666668,28045.166666666668,26732.333333333332,12949.833333333334,30972,21960.92
E05010297,Weston-super-Mare South,7,2718.57,2956.1428571428573,2201.5714285714284,2358.5714285714284,4475.142857142857,2851.4285714285716,11708.57142857143,24359.285714285714,18033.93
E05010298,Weston-super-Mare Central,6,4372.67,8292.833333333334,3382.8333333333335,7044,3134.6666666666665,3635.8333333333335,22469,3447,12958
E05010299,Weston-super-Mare Hillside,6,12751.33,15957.666666666666,11516.666666666666,13201.833333333334,12716.166666666666,9630.666666666666,19421,6350.833333333333,12885.92
E05010300,Weston-super-Mare Kewstoke,4,21454.25,22923.5,18915,17808.75,21279,20496.25,14958.25,23939,19448.62
E05010301,Weston-super-Mare Mid Worle,3,17482.67,16814.333333333332,13830.666666666666,9884.333333333334,18277.666666666668,19737,19623,26036.333333333332,22829.67
E05010302,Weston-super-Mare Milton,6,16895.33,16657.166666666668,13765.833333333334,13299.666666666666,15061.333333333334,14615.833333333334,26712.833333333332,17462.333333333332,22087.58
E05010303,Weston-super-Mare North Worle,6,24052.5,22372.666666666668,22676.166666666668,17678.166666666668,22350.666666666668,20324.5,17879.166666666668,32719.833333333332,25299.5
E05010304,Weston-super-Mare South Worle,6,17490.5,16523,15301,11215.166666666666,16383.5,15614.5,21851.166666666668,24993.5,23422.33
E05010305,Weston-super-Mare Uphill,4,22195,22775.25,18999.75,22555.75,20666.75,21725.5,16013.75,16179,16096.38
E05010306,Weston-super-Mare Winterstoke,6,18811.33,14513.833333333334,18175.5,12318.333333333334,19521,15216.166666666666,19824,30456.833333333332,25140.42
E05010307,Wick St Lawrence & St Georges,4,21987,19773.75,22245.5,17229.5,24030.5,20830.75,12450,23314.25,17882.12
E05010308,Winford,3,25251.67,28013.333333333332,27538,22488,30768,24640.333333333332,9597.333333333334,9856,9726.67
E05010309,Wrington,2,24330.5,27763,27753.5,24580,30650,24166.5,6034.5,13309,9671.75
E05010310,Yatton,6,24725.33,23075.666666666668,22735.166666666668,20326.166666666668,25469.5,24569.333333333332,16881,20907.833333333332,18894.42
E05010311,Acomb,5,24231.8,21219.8,23580.2,18498.8,19456.6,21427.2,30455.6,25260,27857.8
E05010312,Bishopthorpe,3,28987.33,30179.333333333332,28398,29374.333333333332,26098.666666666668,32396,11898.666666666666,21783,16840.83
E05010313,Clifton,6,15108,16557.5,17240.166666666668,13408.5,13828,11944.5,31158,12352.333333333334,21755.17
E05010314,Copmanthorpe,3,31406.33,31266,31839.666666666668,31573.333333333332,30025.333333333332,31680,10362.666666666666,27310.333333333332,18836.5
E05010315,Dringhouses & Woodthorpe,7,27104.43,25791.714285714286,25848.285714285714,22727.85714285714,22310.714285714286,24101.85714285714,26886.285714285714,25932.571428571428,26409.43
E05010316,Fishergate,5,26442.2,28432.4,30054.8,26553.4,19858,23370.8,22999.4,11311.6,17155.5
E05010317,Fulford & Heslington,2,24658,20059,22034.5,27656.5,21956,19721.5,21133,20899,21016
E05010318,Guildhall,8,19302.5,23175.75,23634.625,21008.25,12281.25,13531.25,24900.75,8970.375,16935.56
E05010319,Haxby & Wigginton,8,30446,28886.875,27533.25,28207.375,23734.5,29559.25,23363.5,30547.625,26955.56
E05010320,Heworth,8,19558.75,18862.875,20333.875,15980.25,15111.875,15389.5,26787.25,21476.25,24131.75
E05010321,Heworth Without,3,32382.33,30856,32100,30855.666666666668,27098,32758.666666666668,21794.666666666668,26962.333333333332,24378.5
E05010322,Holgate,8,22740.75,21901.75,22800,20376.5,17783.75,21129.625,31477.875,11562.75,21520.31
E05010323,Hull Road,6,22495.5,22385.5,25829.166666666668,16830.333333333332,19418.333333333332,22024.333333333332,16082.166666666666,22400.666666666668,19241.42
E05010324,Huntington & New Earswick,8,24409,22211,21027.875,18751,18731.25,23478,29494.625,27754.625,28624.62
E05010325,Micklegate,8,21980.5,24136.125,23561.25,26235.5,18111.125,16724.625,31626.875,5826.5,18726.69
E05010326,Osbaldwick & Derwent,4,29763,28275.5,28237.5,28154.5,27646.25,29950.25,13338.75,27973.5,20656.12
E05010327,Rawcliffe & Clifton Without,7,30910.71,27755.14285714286,28902.571428571428,25746.571428571428,24391.85714285714,27144,30558.285714285714,29413.285714285714,29985.79
E05010328,Rural West York,5,28826.2,28217.6,29352,28988.2,26806.4,29035.2,10967,25384,18175.5
E05010329,Strensall,5,28228.8,28092.6,27987.4,26050.4,25496.6,30348.8,9675.2,28027.4,18851.3
E05010330,Westfield,9,11273.67,11433.111111111111,11204.222222222223,6944,9429.444444444445,7239.888888888889,25665.444444444445,25727.666666666668,25696.56
E05010331,Wheldrake,3,28286,30482,31505.666666666668,31904,28623.666666666668,32836,5269,18490,11879.5
E05010365,Bocking Blackwater,6,23909.17,22843.666666666668,24324.166666666668,16939.666666666668,21943.666666666668,19674.5,16510.833333333332,23484.5,19997.67
E05010366,Bocking North,3,13142,14170.333333333334,12967.666666666666,8966.333333333334,14932.333333333334,12495.333333333334,6201.333333333333,27585.333333333332,16893.33
E05010367,Bocking South,3,11253.67,10760,10121.333333333334,6211.333333333333,11609,10499,17892.666666666668,26338.666666666668,22115.67
E05010368,Braintree Central & Beckers Green,6,11219.17,11218.166666666666,11353,8452.333333333334,12630.5,7713.833333333333,14691.333333333334,20238.833333333332,17465.08
E05010369,Braintree South,4,16433.75,16275.5,15347.75,9242.25,17162,13661.25,13568.25,29332.75,21450.5
E05010370,Braintree West,3,28741,25839.666666666668,27320,17829.333333333332,26352.666666666668,26292.333333333332,26366.666666666668,26639.333333333332,26503
E05010371,Bumpstead,2,22862.5,25660.5,25660,24026.5,27943,28320,3797,10755,7276
E05010372,Coggeshall,3,19651.33,20462,19249,15174.333333333334,21614.333333333332,24257.666666666668,8651,15890,12270.5
E05010374,Great Notley & Black Notley,5,27065.6,24831.8,26820,20537.2,26792.6,23771.8,12930,29636.2,21283.1
E05010378,Hedingham,3,19152.67,18001.333333333332,20203.666666666668,12963.666666666666,24411.666666666668,22556.333333333332,8723,18967,13845
E05010379,Kelvedon & Feering,3,23274,20393.666666666668,22888.333333333332,21223,24183.333333333332,23763.333333333332,10757.333333333334,23722.333333333332,17239.83
E05010380,Rayne,1,25075,24890,26355,15234,29756,23658,9202,22733,15967.5
E05010382,Stour Valley North,2,14974.5,24213,19430,19720,28008,25574,1009,2266,1637.5
E05010383,Stour Valley South,2,19274,26818.5,26877.5,22843,29897.5,29370,2364,2652.5,2508.25
E05010384,The Colnes,3,20547.33,19803,21150,16910,21384.666666666668,23316.666666666668,10482,16598,13540
E05010385,Three Fields,4,17583.25,23244.5,22295.25,19577.25,26837.5,23859.25,3100.75,4541.5,3821.12
E05010388,Witham South,4,22200.75,18085.25,20422.25,16909.25,20262.75,17817,22214,27815.25,25014.62
E05010389,Witham West,5,14152.2,15326.6,13457.4,8806,14689.2,12893.4,13756.4,23202.2,18479.3
E05010390,Yeldham,1,15498,17165,18405,11040,27705,23605,3485,7583,5534
E05010392,Beltinge,4,22059.5,21122.25,16862.75,18926,19488,23055,16722.25,26116,21419.12
E05010393,Blean Forest,4,28136.75,28946,28580,26662.75,28055.25,29270.75,7982,23296,15639
E05010395,Chestfield,4,27355,27448,23111,23045.75,25095.25,26583.75,12059.5,30998.25,21528.88
E05010396,Gorrell,8,18880.62,17170,16803,20554.875,21204,11765.875,19722.125,18944.625,19333.38
E05010397,Greenhill,2,10146.5,10437,7488.5,7201.5,13020.5,11325.5,10509.5,27862,19185.75
E05010398,Herne & Broomfield,5,20588.2,18863,18013,19799.4,19677.6,23334.6,8345,28749.8,18547.4
E05010399,Heron,9,12243,13021,9748.555555555555,11272.666666666666,12840.777777777777,8868,21759.777777777777,12805.444444444445,17282.61
E05010402,Northgate,4,4246.75,5717.75,5906,3955,5045,1943.5,7829.25,22389.75,15109.5
E05010404,Seasalter,5,21148.6,21733.2,17968,17612,21254.2,17186.6,11995.2,28262,20128.6
E05010405,St Stephen's,5,12784.6,12463.4,14283.6,11186.4,16554.8,6516.2,7917.4,26738,17327.7
E05010407,Swalecliffe,2,18846.5,20807.5,16210.5,16767.5,16051,17445.5,11717.5,30140.5,20929
E05010408,Tankerton,2,31016.5,30846.5,27960,29022,27640.5,23848.5,20562.5,25954,23258.25
E05010409,West Bay,2,11366.5,12418,7590,8701,12972,16001.5,10367.5,24393,17380.25
E05010410,Westgate,7,16574.86,19189.571428571428,20795.285714285714,17715.14285714286,19207.85714285714,5415.857142857143,16259.714285714286,16026.142857142857,16142.93
E05010411,Wincheap,6,16777.33,15213.833333333334,16863,17496.666666666668,17639.666666666668,12331.833333333334,13987,20504.5,17245.75
E05010412,Bank Top & Lascelles,5,4058.8,6364,4649,3818.8,2095.8,3996.4,29200.2,9235.8,19218
E05010413,Brinkburn & Faverdale,4,22260.5,19373.25,20580.25,22684,15099.5,17908,25511.25,27620.5,26565.88
E05010414,Cockerton,4,7674.75,7755.5,6152.5,8452.25,4588.5,8742.5,22712,24454,23583
E05010415,College,3,27540.67,29062.666666666668,25649.333333333332,32831.666666666664,17064.333333333332,20536.666666666668,31455.666666666668,14016.666666666666,22736.17
E05010416,Eastbourne,3,10087,10219.333333333334,9968.333333333334,5875.333333333333,8247.333333333334,10347.666666666666,23912.333333333332,21229.333333333332,22570.83
E05010417,Harrowgate Hill,5,21393.6,20924.6,20755.8,19132.2,15069,17809,28902.8,18046.4,23474.6
E05010418,Haughton & Springfield,4,10256.75,10312.75,7899.75,8166,5660.25,10502.5,29392.75,26123.25,27758
E05010419,Heighington & Coniscliffe,2,23548,26578,21683,29123,22082.5,27016,5063,18567,11815
E05010420,Hummersknott,2,32193.5,31580,31106.5,32398,21539.5,29605.5,24665,28095,26380
E05010421,Hurworth,2,22816,24670,21827.5,22968,18569,20715,9538,23251,16394.5
E05010422,Mowden,2,32767,32269.5,30237,32440.5,24168,31187.5,29577.5,26151.5,27864.5
E05010423,North Road,4,8127.25,8618.75,7022.5,9328.5,5461,6862.75,29724.5,9922.75,19823.62
E05010424,Northgate,2,2293.5,4166.5,3460,4095.5,3000.5,1216.5,30179,270.5,15224.75
E05010425,Park East,4,3867.5,5223.75,3367,6066.5,3118.25,3191.5,26246.25,13904.75,20075.5
E05010426,Park West,3,22415.67,24731.333333333332,21537,29667,16953,13683.333333333334,31016.333333333332,11979.666666666666,21498
E05010427,Pierremont,5,10396,13322,11296,15598.4,7336.8,9843.6,31502.4,1927,16714.7
E05010428,Red Hall & Lingfield,3,10856.67,9663,11167.666666666666,7744,5676.333333333333,14366.333333333334,25977.333333333332,23057,24517.17
E05010429,Sadberge & Middleton St George,4,18249,23492.25,18064.25,23297,14489.25,20504.75,4454.75,22113.25,13284
E05010430,Stephenson,2,6875.5,7083,7059,4941.5,4782,3992.5,29663.5,19843.5,24753.5
E05010431,Whinfield,3,17543.67,18321.333333333332,15458.666666666666,14405.333333333334,10999.666666666666,16812,22416.333333333332,21003.333333333332,21709.83
E05010458,Abbey,11,8110.36,7694.272727272727,11113,7349.636363636364,11765.272727272728,6605.545454545455,6628.454545454545,14074.181818181818,10351.32
E05010459,Aylestone,7,11031.43,13816.142857142857,13590.42857142857,11335.857142857143,11656.714285714286,6889,8658.857142857143,9381.57142857143,9020.21
E05010460,Beaumont Leys,11,8933.18,9470.181818181818,9237.454545454546,9023.727272727272,9121.09090909091,8505.727272727272,6557.090909090909,23440.727272727272,14998.91
E05010461,Belgrave,11,6785.36,7232.090909090909,14141.727272727272,2708.2727272727275,17276.636363636364,16296.545454545454,3159.818181818182,4994.363636363636,4077.09
E05010462,Braunstone Park & Rowley Fields,12,5008.42,6299.166666666667,6845.5,5039.916666666667,6765.833333333333,3002.6666666666665,8605.166666666666,14693.75,11649.46
E05010463,Castle,12,10903.5,19187.583333333332,21423.916666666668,18558.416666666668,11223.916666666666,8246.666666666666,2625.1666666666665,4460.333333333333,3542.75
E05010464,Evington,10,11765.2,10258.7,13028.8,10479,14877.2,12897.5,5922.6,17854,11888.3
E05010465,Eyres Monsell,7,2993.43,3613.8571428571427,3447.1428571428573,2491.1428571428573,3802.5714285714284,2611.8571428571427,6625.142857142857,21079.14285714286,13852.14
E05010466,Fosse,8,6329.5,7739.375,10453.875,6481.75,9782,3481.125,10071.375,4245.125,7158.25
E05010467,Humberstone & Hamilton,10,12524.8,10037.9,13387.2,12262.5,15354.4,10965.7,7758.6,25003,16380.8
E05010468,Knighton,11,20462.09,23540.909090909092,22623.81818181818,25010.545454545456,20493.090909090908,16296.09090909091,6485.727272727273,12164.727272727272,9325.23
E05010469,North Evington,10,5558.1,5016.2,13931.2,1992.5,17830.8,17590.5,2999.5,4162.5,3581
E05010470,Rushey Mead,11,10980.36,11128.363636363636,14213,6222.272727272727,18327.545454545456,14375.818181818182,7400.909090909091,10939.90909090909,9170.41
E05010471,Saffron,6,3415.33,5680.666666666667,8303.333333333334,3772,2801.3333333333335,4146.333333333333,5104.5,13435,9269.75
E05010472,Spinney Hills,7,7636.29,5461.571428571428,13730.714285714286,4731.285714285715,18389.714285714286,20411.714285714286,5164.142857142857,4673.142857142857,4918.64
E05010473,Stoneygate,12,7876.25,6742.916666666667,12220.5,9287.083333333334,14936,12342,4390.166666666667,5200.25,4795.21
E05010474,Thurncourt,7,8769,9075.857142857143,10079.285714285714,7975.428571428572,10585.57142857143,9416.285714285714,4134.142857142857,18460.571428571428,11297.36
E05010475,Troon,8,10623.88,9316.5,11776,8846.375,14597.875,14237.875,5797.125,17551.625,11674.38
E05010476,Westcotes,9,8804,13569.777777777777,18200.444444444445,9163.111111111111,13843.777777777777,2885.8888888888887,6826,3017.4444444444443,4921.72
E05010477,Western,12,8786.58,8967.583333333334,9512,9463.166666666666,8739.833333333334,7490.666666666667,10161.833333333334,18236.666666666668,14199.25
E05010478,Wycliffe,8,3685.75,3193.375,8807.125,2320.125,12539.125,16508.875,3149.875,4325.875,3737.88
E05010479,Barlaston,2,17278,17989,15180.5,17784,14092,19640,9048,19000,14024
E05010480,Baswich,5,31819.8,30599.4,29358.4,30415.6,26257.6,31933,22370.6,27740,25055.3
E05010481,Common,2,9316.5,10187.5,8236,10568,5094,9456.5,31718.5,11819,21768.75
E05010482,Coton,5,18845,16921,16854.6,15336,12501,18720,27503.4,23495.2,25499.3
E05010483,Doxey & Castletown,2,11960.5,10016,10428,7728.5,10892.5,15574.5,16146.5,29515.5,22831
E05010484,Eccleshall,4,20718.5,27738.25,26220.5,22092.5,25200.75,27877.25,5083.5,9600.25,7341.88
E05010485,Forebridge,3,10278,11303.333333333334,7289,15389,9177.333333333334,9088.666666666666,31907,9350,20628.5
E05010486,Fulford,4,22889.5,24392.25,21494.25,22590.5,20748.75,21389.75,10957,22598.25,16777.62
E05010487,Gnosall & Woodseaves,4,23829.25,26202.25,25363,23581,25709.75,28342.5,7761.5,17196,12478.75
E05010488,Haywood & Hixon,4,26343.25,25801.5,24519.5,26160.75,23660.5,28874.25,10302.5,23540.5,16921.5
E05010489,Highfields & Western Downs,5,13817.6,12278.8,10596.2,12488,13143.4,13910,23671,26772,25221.5
E05010490,Holmcroft,5,21856,20059,18296.6,17074.8,15739.8,24408.4,25648.4,24556.8,25102.6
E05010491,Littleworth,3,25623,24499.333333333332,21897.666666666668,21523.333333333332,19093.333333333332,26942.333333333332,28118,21116.666666666668,24617.33
E05010492,Manor,5,16314.6,16010.4,13815.6,15360.6,13805,15632,23665.4,19134.2,21399.8
E05010493,Milford,1,32325,32164,32308,31748,32109,31121,12309,28390,20349.5
E05010494,Milwich,4,24534.5,27651.5,28594,27249.5,26075.25,30934.25,6361.75,14001.75,10181.75
E05010495,Penkside,2,12423,9632.5,9194,10491,11135,15010,21233.5,28571,24902.25
E05010496,Rowley,1,26290,18163,22519,29232,20996,18234,30042,29397,29719.5
E05010497,St Michael's & Stonefield,6,23670.33,22354.5,21015.833333333332,21848.666666666668,20676.166666666668,22726,22076.333333333332,24768.833333333332,23422.58
E05010498,Seighford & Church Eaton,3,25130,27332,27727.666666666668,27012,24786,31307.333333333332,5151.666666666667,15353.333333333334,10252.5
E05010499,Swynnerton & Oulton,4,25822,28149,27527.25,26990,25680.75,26299.75,7506.25,16118.75,11812.5
E05010500,Walton,4,23468,20380.25,18521,21766.75,18678.5,24009,24523.25,26876,25699.62
E05010501,Weeping Cross & Wildwood,3,31543.67,30584,29504,27656.666666666668,26714.333333333332,30911.333333333332,20392.666666666668,28030.333333333332,24211.5
E05010502,Aggborough & Spennells,9,18119.22,17307,15822.555555555555,16213.444444444445,15845,17147.666666666668,22932.11111111111,20261,21596.56
E05010503,Areley Kings & Riverside,5,14627.6,16427.8,14068.8,8104.2,14985.2,16811,10855.8,23653.8,17254.8
E05010504,Bewdley & Rock,6,16010.5,22393.166666666668,20676.666666666668,17057.833333333332,20886.666666666668,22123.5,5303,7068.833333333333,6185.92
E05010505,Blakebrook & Habberley South,5,17242.2,17341,15269.4,14800.8,15969,13917.8,29897.2,10767.8,20332.5
E05010506,Broadwaters,5,12805.2,12073.8,11930.6,9258.6,12910.6,12809.8,26379.2,16086,21232.6
E05010507,Foley Park & Hoobrook,7,12442.43,11827.57142857143,11012.285714285714,7711.857142857143,11646.857142857143,14912.42857142857,22480.571428571428,22627.571428571428,22554.07
E05010508,Franche & Habberley North,7,18999.86,18751.428571428572,16231.142857142857,12074,16469.285714285714,20740.571428571428,21940.285714285714,21564.85714285714,21752.57
E05010509,Lickhill,2,21917,21309,21334.5,16730.5,19053,28132.5,8621.5,27364,17992.75
E05010510,Mitton,6,16826.83,16774.5,15688.333333333334,10913.833333333334,15742.166666666666,18059.166666666668,18312.166666666668,17871.666666666668,18091.92
E05010511,Offmore & Comberton,6,17164.67,16388,15384.5,14390.5,13293,17811.166666666668,26783.166666666668,17704.833333333332,22244
E05010512,Wribbenhall & Arley,3,18275.67,21288.333333333332,18317.666666666668,16024.666666666666,18231.333333333332,18605.333333333332,9786.333333333334,11637.333333333334,10711.83
E05010513,Wyre Forest Rural,6,18178.17,20115,19378.5,19420.166666666668,22606.5,24102.833333333332,5780.666666666667,12912.833333333334,9346.75
E05010514,Attenborough & Chilwell East,5,29093.4,27036.2,25879.8,29976.8,24171.4,26540.8,32415.2,14435.4,23425.3
E05010516,Beeston Central,4,16477.25,15596.25,18679,16774.5,10308.5,16928.25,32758.5,7344,20051.25
E05010517,Beeston North,4,18986.75,16098.5,15775,20038.5,16373,16859.5,31864,16822.5,24343.25
E05010518,Beeston Rylands,3,24731.33,21218.333333333332,21447.666666666668,21619.666666666668,21575.666666666668,24567,31913,15778,23845.5
E05010519,Beeston West,3,27542,27260.666666666668,27098.333333333332,31046,24392.666666666668,20412.333333333332,33529,8712.666666666666,21120.83
E05010521,Brinsley,2,19449.5,21169,14563.5,14418.5,16252,21565.5,15779,23530.5,19654.75
E05010522,Chilwell West,5,19806.4,18144.6,15372.6,19074.2,15748,19566,30356,23439.6,26897.8
E05010523,Eastwood Hall,1,22861,22812,17079,18231,16330,25014,27444,19500,23472
E05010524,Eastwood Hilltop,4,13321.75,14065.75,10598.75,8852.25,10388.25,16900.75,32018.25,14567.5,23292.88
E05010525,Eastwood St Mary's,3,7405,7753,5066,6872,7284.333333333333,7205,31576,13180.666666666666,22378.33
E05010531,Stapleford South West,4,15355.5,14515,13351.25,13338.25,14492,15394,32992.75,9178,21085.38
E05010532,Toton & Chilwell Meadows,5,31952,30547.4,29703.6,30002.6,27100.6,28893.2,32022.6,23077.2,27549.9
E05010533,Watnall & Nuthall West,3,23318.33,21529.666666666668,17954.333333333332,21135.333333333332,19072.333333333332,25342.666666666668,29353,20352,24852.5
E05010550,Bere Ferrers,2,13922.5,17131.5,14265,11868.5,18741.5,26670.5,2158,15367.5,8762.75
E05010551,Bridestowe,1,12854,22799,25818,21976,25461,28874,111,482,296.5
E05010552,Buckland Monachorum,2,21651,24746.5,23016.5,28596.5,22174,32476.5,3329.5,10841,7085.25
E05010553,Burrator,3,18904,24402.666666666668,20815,20224.333333333332,22527.333333333332,29723,3867,10185.666666666666,7026.33
E05010554,Chagford,1,18460,18963,22370,25318,23749,32050,5638,2856,4247
E05010555,Dartmoor,1,12945,21286,21562,11817,14220,19728,2719,2038,2378.5
E05010556,Drewsteignton,1,12050,21860,20834,19812,22781,27807,79,1005,542
E05010557,Exbourne,2,14039,20937.5,21859,14123,22418,32100.5,1383.5,6041.5,3712.5
E05010558,Hatherleigh,2,9539,16532.5,18857.5,10284,16162,28893,361,1643.5,1002.25
E05010559,Mary Tavy,1,15896,27159,27269,25074,28232,31788,1047,350,698.5
E05010560,Milton Ford,2,11844,20977.5,21408.5,18734.5,23626,29906,481.5,321,401.25
E05010561,Okehampton North,3,16137.67,13141,14050.666666666666,10986,14141,22565,17165,26246,21705.5
E05010562,Okehampton South,2,13841.5,15984.5,13198.5,10973.5,14128,19181,18807,5826,12316.5
E05010563,South Tawton,1,12872,22490,24280,18341,24467,31348,593,311,452
E05010564,Tamarside,1,13027,20172,20648,14039,23038,32480,2035,585,1310
E05010565,Tavistock North,2,21941,20525,18325.5,19546,20924.5,23739.5,21399,19018,20208.5
E05010566,Tavistock South East,3,22204,22979,17218.666666666668,16970.666666666668,19389.666666666668,29400.333333333332,18252.666666666668,27032.666666666668,22642.67
E05010567,Tavistock South West,2,17366,14435.5,13466.5,12572.5,15798,23900,17433.5,27114.5,22274
E05010604,Awsworth Road,5,6576.6,8096.2,5733.8,5161.2,6698.2,4972,28651.2,12175.4,20413.3
E05010605,Breaston,3,26954.33,26697.333333333332,24141,25157,20832,24607.333333333332,24143,19043.666666666668,21593.33
E05010606,Cotmanhay,3,3756.67,4822.333333333333,3823,1593.3333333333333,3615.6666666666665,3916.3333333333335,20615.666666666668,21111.333333333332,20863.5
E05010607,Derby Road East,4,12719.5,13141,12702.75,12116.25,10353,14988.5,33014.5,5527,19270.75
E05010608,Derby Road West,5,22594.6,23033.6,20403.4,20699.8,17543,21751.4,31786.2,14913.8,23350
E05010609,Draycott & Risley,3,18027.33,21597,19151.666666666668,16989,14942,18771.666666666668,12682.333333333334,9302.333333333334,10992.33
E05010610,Hallam Fields,3,17346.33,15764,14719.333333333334,13021,15984.333333333334,17817.666666666668,29040.666666666668,15358.666666666666,22199.67
E05010611,Kirk Hallam & Stanton-by-Dale,4,9508.5,10221.25,7859.25,4869.5,6253,12019,23853.25,28305.5,26079.38
E05010612,Larklands,5,9813.8,10687.6,8723.6,7832,9230.8,8694.2,30506.2,8443.4,19474.8
E05010613,Little Eaton & Stanley,2,26159,28110.5,24429.5,29420,26028.5,25854,9769.5,13228.5,11499
E05010614,Little Hallam,3,16997.33,20654,16191.333333333334,15936.666666666666,11316.666666666666,11799,31824.333333333332,8578,20201.17
E05010615,Long Eaton Central,5,14920.6,16023.2,13440.8,10881.2,11422.2,15927.4,32231.2,10757.2,21494.2
E05010616,Nottingham Road,2,22773.5,22620,19083.5,18867,17588,26904,32882.5,11385,22133.75
E05010617,Ockbrook & Borrowash,5,23472,22072,20928,22740.6,17419.8,24996.2,23209.2,21564.8,22387
E05010618,Sandiacre,5,17448.6,17286.2,15918.4,14669.2,12452.4,16969.8,27744.8,14162.8,20953.8
E05010619,Sawley,4,16806.25,17539.75,14663.25,13942.5,14117.5,16045.5,29405,13230.25,21317.62
E05010620,Shipley View,3,30010.67,28910.666666666668,27157.333333333332,22307.666666666668,20990,31075.666666666668,24447,31170.333333333332,27808.67
E05010621,West Hallam & Dale Abbey,4,24417,25922.5,23644,22361.75,20963.25,28012.5,8711,21345.25,15028.12
E05010622,Wilsthorpe,5,24229.2,23575.6,21990.6,18938.6,17409.4,24210,31826.2,19629.8,25728
E05010623,Barms,1,5943,13173,5760,11443,4001,1900,16344,2682,9513
E05010624,Blackbrook,3,23134.67,25483,25105,24619.666666666668,21621,24845,9000.333333333334,9973,9486.67
E05010625,Burbage,1,25629,29857,26122,27454,26382,24174,5918,14056,9987
E05010626,Buxton Central,3,11651,14769.333333333334,12406.333333333334,21482.666666666668,9475.666666666666,8287.666666666666,23768.333333333332,1954,12861.17
E05010627,Chapel East,1,16850,17804,16083,20288,15592,24481,9597,7004,8300.5
E05010628,Chapel West,3,23607.67,24611.666666666668,20501.333333333332,18977,19757.333333333332,22924.666666666668,14685.333333333334,22804,18744.67
E05010629,Corbar,2,19042,20700,15802,25228,11250.5,16451,19158,16394,17776
E05010630,Cote Heath,3,15057.67,15706.666666666666,15744,13814,10689.333333333334,17413.666666666668,8992.333333333334,23499.666666666668,16246
E05010631,Dinting,1,32420,30850,29402,29867,31252,24161,29170,25698,27434
E05010632,Gamesley,2,1233.5,1238,1250.5,919,1037.5,6440,8027.5,32982,20504.75
E05010633,Hadfield North,1,9138,9461,8644,7159,6560,9658,19078,15282,17180
E05010634,Hadfield South,3,21415.33,21553.333333333332,19881.666666666668,16875,15895,21814.666666666668,20383.666666666668,18730.333333333332,19557
E05010635,Hayfield,1,23221,22897,23495,28116,26039,21378,8418,10578,9498
E05010636,Hope Valley,3,21111.33,28894,26525.666666666668,23878.666666666668,22446.333333333332,21074.666666666668,7281.333333333333,5334.666666666667,6308
E05010637,Howard Town,3,14316,16285,13791,16305.333333333334,11792.333333333334,14999,26684,4415.333333333333,15549.67
E05010638,Limestone Peak,2,13474.5,18879,16931,10562.5,13812.5,25426,2603,8917.5,5760.25
E05010639,New Mills East,3,10382.33,12385,9868,9622.333333333334,7429.666666666667,17034.666666666668,12953.333333333334,11178,12065.67
E05010640,New Mills West,3,24128.33,27726.333333333332,25933.333333333332,28264,22205.666666666668,23114.666666666668,18637.666666666668,4246.666666666667,11442.17
E05010641,Old Glossop,3,25752.33,24685.666666666668,23953.666666666668,25999.666666666668,21166.666666666668,24992,14483.666666666666,27947.666666666668,21215.67
E05010642,Padfield,2,18913.5,19812,18394.5,17032,16782.5,16028.5,20235.5,12381.5,16308.5
E05010643,St John's,1,20577,28070,23344,28327,24117,13839,5807,4932,5369.5
E05010644,Sett,1,22779,29755,28718,29448,22180,27268,8184,2463,5323.5
E05010645,Simmondley,3,29218,29577.666666666668,27666.333333333332,28395.666666666668,21859,28135,20520.333333333332,22102.666666666668,21311.5
E05010646,Stone Bench,3,9131.33,9355,9472.666666666666,9102,7331,11271,10143.666666666666,20422.666666666668,15283.17
E05010647,Temple,1,30962,30957,29118,31243,25786,21474,26706,18761,22733.5
E05010648,Tintwistle,1,15586,17088,14322,15096,14748,14146,11155,13079,12117
E05010649,Whaley Bridge,4,21798.5,23128.25,22740.75,26180.5,19653.25,25125.5,8683.75,10536.25,9610
E05010650,Whitfield,1,7588,7968,5648,8507,6756,7316,20911,12232,16571.5
E05010651,Alrewas & Fradley,4,26438.75,23666,24819,27646.25,24344.75,29939,9116.75,25716.75,17416.75
E05010652,Armitage with Handsacre,5,21306,21654,19976.8,19385.8,19723.2,26704.6,10015.4,20183,15099.2
E05010653,Boley Park,3,31281.67,30604.333333333332,28031.333333333332,30616.333333333332,25854.333333333332,32310.333333333332,29966.333333333332,27004.666666666668,28485.5
E05010654,Boney Hay & Central,4,19962.75,21106.75,15663.5,12841.75,15814.5,19973.75,22722,28058.5,25390.25
E05010655,Bourne Vale,1,20125,27164,30136,15568,28517,19248,2131,8003,5067
